repo_name,loc,size_category,total_smells,smell_density,hyperparameters_not_explicitly_set,gradients_not_cleared_before_backward_propagation,columns_and_datatype_not_explicitly_set,in_place_apis_misused,Chain_Indexing,matrix_multiplication_api_misused,pytorch_call_method_misused,dataframe_conversion_api_misused,nan_equivalence_comparison_misused,unnecessary_iteration,merge_api_parameter_not_explicitly_set,memory_not_freed,empty_column_misinitialization,Broadcasting_Feature_Not_Used,deterministic_algorithm_option_not_used,tensor_array_not_used,total_smells_filtered,Contributor Count,team_category
norse/norse,14090,medium,11,0.7806955287437899,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24,Small
nussl/nussl,15649,medium,14,0.830724007923829,1.0,0.0,1.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10,Small
nutonomy/nuscenes-devkit,14748,medium,23,1.5595334960672633,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37,Small
onnx/onnxmltools,25210,medium,30,0.8726695755652518,8.0,0.0,13.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46,Small
OpenNMT/OpenNMT-py,26821,medium,10,0.33555795831624474,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,170,Large
openvinotoolkit/model_server,13305,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Small
PacktPublishing/Deep-Reinforcement-Learning-Hands-On,11006,medium,3,0.27257859349445757,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12,Small
pyannote/pyannote-audio,10618,medium,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Large
pytorch/text,14307,medium,3,0.20968756552736423,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,143,Large
pytorch/tutorials,14427,medium,20,1.3169751161017538,1.0,13.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,675,Large
QData/TextAttack,25560,medium,8,0.3129890453834116,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56,Large
quantumblacklabs/kedro,24084,medium,32,1.328682943032719,0.0,0.0,9.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,238,Large
ria-com/nomeroff-net,10722,medium,13,1.212460361872785,0.0,0.0,1.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9,Small
scikit-learn-contrib/imbalanced-learn,16049,medium,71,0.9346376721291046,56.0,0.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,82,Large
SeldonIO/alibi,20797,medium,81,3.26970236091744,13.0,0.0,6.0,4.0,45.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,22,Small
SeldonIO/alibi-detect,24028,medium,62,1.1236890294656234,34.0,2.0,7.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,25,Small
skorch-dev/skorch,20587,medium,31,1.4572302909603148,1.0,1.0,9.0,6.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,62,Large
slundberg/shap,23375,medium,255,9.454545454545455,27.0,4.0,44.0,17.0,17.0,3.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,221.0,228,Large
snap-stanford/ogb,21473,medium,144,6.706096027569506,0.0,36.0,70.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,25,Small
SPFlow/SPFlow,16505,medium,2,0.12117540139351712,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22,Small
sql-machine-learning/elasticdl,21950,medium,19,0.18223234624145787,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23,Small
tensorflow/io,26222,medium,4,0.15254366562428495,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,104,Large
tensorflow/quantum,15821,medium,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,35,Small
tensorflow/text,18446,medium,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,Large
tensorflow/tfjs,12161,medium,16,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,Large
tf-encrypted/tf-encrypted,22814,medium,19,0.04383273428596476,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,Small
uber/causalml,11144,medium,187,13.280689160086144,36.0,0.0,83.0,32.0,21.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,148.0,68,Large
ultralytics/yolov3,11096,medium,42,3.604902667627974,1.0,0.0,9.0,7.0,7.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,48,Small
ultralytics/yolov5,11454,medium,46,3.8414527675921075,1.0,0.0,9.0,7.0,7.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,335,Large
vanvalenlab/deepcell-tf,14131,medium,19,0.7784304012454887,8.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21,Small
vespa-engine/sample-apps,11979,medium,28,2.337423825027131,0.0,2.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,63,Large
vwxyzjn/cleanrl,12634,medium,3,0.2374544878898211,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42,Small
yzhao062/pyod,16576,medium,32,1.5685328185328185,6.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,53,Small
aiqm/torchani,53385,large,34,0.636883019574787,0.0,18.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,16,Small
allegroai/trains,157601,large,43,0.26015063356196977,2.0,6.0,22.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,99,Large
apache/beam,249436,large,478,1.8842508699626357,7.0,0.0,218.0,229.0,1.0,0.0,0.0,6.0,0.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,470.0,842,Large
arviz-devs/arviz,33576,large,18,0.536097212294496,0.0,0.0,4.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,173,Large
avrae/avrae,35896,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Small
awslabs/amazon-sagemaker-examples,70067,large,219,2.9971313171678537,9.0,20.0,114.0,22.0,19.0,2.0,1.0,15.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,210.0,531,Large
bulletphysics/bullet3,100791,large,98,0.9623875147582622,1.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,223,Large
calico/basenji,39869,large,284,6.94775389400286,5.0,0.0,139.0,40.0,58.0,1.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0,2.0,0.0,0.0,277.0,7,Small
CLUEbenchmark/CLUE,48963,large,8,0.16338868124910647,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20,Small
commaai/openpilot,45846,large,3,0.06543646119617852,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,672,Large
creme-ml/creme,31014,large,161,3.482298316889147,53.0,0.0,55.0,13.0,9.0,3.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,121,Large
data-science-on-aws/workshop,95889,large,344,3.0660451146638303,42.0,15.0,122.0,116.0,13.0,14.0,1.0,6.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,294.0,14,Small
deepchem/deepchem,105916,large,92,0.6703425355942445,15.0,4.0,39.0,3.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,71.0,189,Large
deepfakes/faceswap,46036,large,2,0.02172213050656008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81,Large
deepmind/open_spiel,64877,large,55,0.8323442822571945,0.0,9.0,2.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,187,Large
determined-ai/determined,93990,large,22,0.09575486753909991,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,99,Large
dmlc/dgl,197271,large,211,0.9530037359774118,23.0,44.0,67.0,9.0,6.0,43.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,188.0,288,Large
facebookresearch/habitat-api,64676,large,18,0.21646360319129196,4.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,61,Large
facebookresearch/mmf,43269,large,9,0.2080011093392498,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,82,Large
facebookresearch/nevergrad,32642,large,45,1.3173212425709209,2.0,0.0,26.0,8.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,56,Large
facebookresearch/ReAgent,49789,large,19,0.32135612283837794,1.0,0.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,83,Large
feast-dev/feast,98817,large,374,3.764534442454234,0.0,0.0,223.0,137.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,372.0,298,Large
FederatedAI/FATE,52191,large,137,2.605813262823092,0.0,4.0,49.0,10.0,51.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,85,Large
flairNLP/flair,35868,large,20,0.5576000892160142,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,211,Large
freewym/espresso,141225,large,58,0.3965303593556382,2.0,0.0,6.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,280,Large
galaxyproject/galaxy,351424,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,Large
geomstats/geomstats,52651,large,12,0.2279158990332567,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,76,Large
google/clusterfuzz,106396,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,Large
google/flax,64703,large,31,0.12364187131972242,23.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,258,Large
google/tf-quant-finance,50669,large,5,0.09867966606801003,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41,Small
GoogleCloudPlatform/professional-services,82363,large,117,1.3112684093585711,1.0,0.0,69.0,22.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,108.0,288,Large
GoogleCloudPlatform/python-docs-samples,138315,large,19,0.1373676029353288,0.0,0.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,629,Large
GoogleCloudPlatform/training-data-analyst,108122,large,87,0.5734263147185586,25.0,0.0,35.0,21.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,205,Large
google-research/google-research,1307312,large,2015,1.4388302103858912,97.0,24.0,891.0,322.0,245.0,184.0,31.0,71.0,0.0,84.0,26.0,3.0,11.0,26.0,0.0,0.0,1881.0,639,Large
guildai/guildai,51790,large,18,0.3475574435219154,0.0,4.0,6.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23,Small
heartexlabs/label-studio,52356,large,9,0.1719000687600275,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,138,Large
home-assistant/core,2109291,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026,Large
huggingface/transformers,988895,large,214,0.2093245491179549,3.0,96.0,13.0,8.0,5.0,2.0,73.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,207.0,3231,Large
huseinzol05/Malaya,603277,large,49,0.07459260008254914,1.0,14.0,5.0,3.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0,10,Small
IBM/adversarial-robustness-toolbox,80632,large,266,1.79829348149618,119.0,36.0,12.0,7.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,145.0,109,Large
IBM/lale,80917,large,566,2.681760322305572,349.0,0.0,62.0,16.0,135.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,27,Small
jrzaurin/pytorch-widedeep,32158,large,130,3.669382424280117,12.0,2.0,66.0,28.0,11.0,0.0,1.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,118.0,10,Small
kornia/kornia,84657,large,19,0.16537321190214632,5.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,289,Large
kubeflow/kfserving,62085,large,21,0.32213900297978576,1.0,0.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,294,Large
kubeflow/pipelines,110404,large,13,0.10869171406833086,1.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,456,Large
magenta/magenta,44690,large,2,0.022376370552696354,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143,Large
microsoft/ai-edu,31803,large,167,5.251076942426815,0.0,0.0,4.0,0.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,58,Large
microsoft/botbuilder-python,47236,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Large
microsoft/DeepSpeed,96442,large,84,0.8191451857074719,3.0,76.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,79.0,409,Large
microsoft/MMdnn,27846,large,2,0.07182360123536594,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65,Large
mindsdb/mindsdb,134139,large,1189,8.849029737809287,0.0,0.0,896.0,104.0,114.0,0.0,0.0,41.0,0.0,28.0,4.0,0.0,2.0,0.0,0.0,0.0,1187.0,791,Large
mlflow/mlflow,320527,large,1070,2.695560748392491,206.0,3.0,707.0,52.0,34.0,5.0,9.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,849,Large
mlperf/inference,52082,large,70,1.2864329326830766,0.0,0.0,15.0,16.0,24.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,67.0,113,Large
mlperf/training,78482,large,14,0.17838485257766112,0.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,62,Large
mozilla/bugbug,28261,large,152,5.37843671490747,0.0,0.0,8.0,0.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,111,Large
NVIDIA/DeepLearningExamples,294144,large,321,1.0335073977371627,5.0,19.0,109.0,79.0,35.0,0.0,9.0,36.0,0.0,7.0,9.0,0.0,0.0,12.0,0.0,1.0,304.0,104,Large
NVIDIA/Megatron-LM,135466,large,54,0.37647823069995423,2.0,12.0,4.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,177,Large
NVIDIA/NeMo,422797,large,425,0.9957497333235571,3.0,4.0,64.0,9.0,51.0,9.0,280.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,421.0,435,Large
NVIDIA/TRTorch,91885,large,12,0.09794852260978397,3.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,101,Large
NVIDIAGameWorks/kaolin,42464,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Small
onnx/tensorflow-onnx,61422,large,146,0.13024649148513562,138.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,97,Large
opencv/cvat,94933,large,1,0.010533744851632203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,259,Large
opencv/open_model_zoo,91679,large,30,0.3163210768005759,1.0,0.0,2.0,5.0,0.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,163,Large
opencv/openvino_training_extensions,70685,large,67,0.9054254792388767,3.0,0.0,12.0,12.0,0.0,2.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,37,Small
OpenMined/PySyft,74198,large,47,0.633440254454298,0.0,0.0,41.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,72,Large
open-mmlab/mmcv,27143,large,24,0.6999963158088641,5.0,8.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,263,Large
open-mmlab/mmdetection,161864,large,111,0.6610487816932733,4.0,0.0,4.0,0.0,0.0,7.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,425,Large
openvinotoolkit/openvino,145379,large,14,0.06190715302760372,5.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,611,Large
PaddlePaddle/models,45510,large,68,1.4941771039332015,0.0,3.0,2.0,2.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,269,Large
PaddlePaddle/PARL,48648,large,71,1.4594639039631638,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,39,Small
pgmpy/pgmpy,45648,large,299,5.8491062039957935,32.0,0.0,153.0,35.0,7.0,3.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,153,Large
Project-MONAI/MONAI,150944,large,187,1.09312062751749,22.0,1.0,6.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,229,Large
pymc-devs/pymc3,59576,large,781,0.5371290452531221,749.0,0.0,8.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,444,Large
pyro-ppl/pyro,89231,large,54,0.38103349732716213,20.0,7.0,8.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,151,Large
pytorch/audio,40441,large,7,0.12363690314285007,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,217,Large
pytorch/botorch,89598,large,44,0.4799214268175629,1.0,24.0,0.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,112,Large
pytorch/captum,42238,large,6,0.09470145366731379,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,110,Large
pytorch/fairseq,145783,large,62,0.4115706220889953,2.0,2.0,8.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,288,Large
pytorch/ignite,48124,large,12,0.14545756794946388,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,211,Large
pytorch/serve,31729,large,14,0.40971981468057617,1.0,1.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,179,Large
pytorch/vision,76374,large,17,0.11784115012962527,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,620,Large
PyTorchLightning/pytorch-lightning,86858,large,53,0.34539132837504893,19.0,11.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,967,Large
quantumlib/Cirq,169329,large,113,0.6673399122418486,0.0,0.0,45.0,13.0,1.0,51.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,243,Large
ray-project/ray,637199,large,730,1.1205290654881757,12.0,26.0,517.0,50.0,54.0,2.0,14.0,43.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,714.0,890,Large
ROCmSoftwarePlatform/tensorflow-upstream,757020,large,66,0.02906131938390003,44.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,553,Large
rusty1s/pytorch_geometric,124071,large,178,1.370183201553949,8.0,80.0,54.0,9.0,5.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,514,Large
rwightman/pytorch-image-models,83829,large,46,0.1789356905128297,31.0,1.0,2.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,157,Large
rwth-i6/returnn,145490,large,11,0.06873324627122139,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,57,Large
spmallick/learnopencv,120110,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,Large
stanfordnlp/stanza,51429,large,17,0.33055280094888095,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,52,Small
streamlit/streamlit,113797,large,23,0.2021142912379061,0.0,0.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,280,Large
tensorflow/addons,28322,large,49,0.4943153732081068,28.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,195,Large
tensorflow/data-validation,28157,large,44,1.5626664772525483,0.0,0.0,28.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,26,Small
tensorflow/examples,31727,large,22,0.5358212248242822,5.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,263,Large
tensorflow/federated,96954,large,16,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,Large
tensorflow/graphics,33411,large,34,0.08979078746520607,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,35,Small
tensorflow/model-analysis,49874,large,24,0.48121265589284995,0.0,0.0,18.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,55,Large
tensorflow/models,379080,large,155,0.20839928247335657,20.0,1.0,35.0,12.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,1.0,79.0,790,Large
tensorflow/privacy,30114,large,27,0.6973500697350069,6.0,0.0,4.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,56,Large
TheAlgorithms/Python,46108,large,55,1.149475145311009,1.0,0.0,2.0,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,1217,Large
thu-ml/tianshou,35503,large,5,0.14083316902796947,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,77,Large
uber/ludwig,95376,large,315,3.22932393893642,2.0,0.0,184.0,26.0,70.0,0.0,6.0,11.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,308.0,148,Large
UKPLab/sentence-transformers,39022,large,19,0.4869048229204039,0.0,11.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,226,Large
Unity-Technologies/ml-agents,27918,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,Large
