repo_name,loc,size_category,total_smells,smell_density,hyperparameters_not_explicitly_set,gradients_not_cleared_before_backward_propagation,columns_and_datatype_not_explicitly_set,in_place_apis_misused,Chain_Indexing,matrix_multiplication_api_misused,pytorch_call_method_misused,dataframe_conversion_api_misused,nan_equivalence_comparison_misused,unnecessary_iteration,merge_api_parameter_not_explicitly_set,memory_not_freed,empty_column_misinitialization,Broadcasting_Feature_Not_Used,deterministic_algorithm_option_not_used,tensor_array_not_used,total_smells_filtered,Commits,Created Date,Last Commit Date,age_days,created_dt,last_commit_dt,duration_months,commits_per_month,activity_level
NVIDIA/Megatron-LM,135466,large,54,0.37647823069995423,2.0,12.0,4.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,7253,2019-03-21T16:15:52Z,2025-09-27,2449,2019-03-21 16:15:52+00:00,2025-09-27 00:00:00+00:00,80.45335085413929,90.15162106982442,High Activity
NVIDIA/NeMo,422797,large,425,0.9957497333235571,3.0,4.0,64.0,9.0,51.0,9.0,280.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,421.0,8996,2019-08-05T20:16:42Z,2025-09-26,2312,2019-08-05 20:16:42+00:00,2025-09-26 00:00:00+00:00,75.9526938239159,118.44214532871973,High Activity
NVIDIA/TRTorch,91885,large,12,0.09794852260978397,3.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4650,2020-03-11T17:17:43Z,2025-09-26,2093,2020-03-11 17:17:43+00:00,2025-09-26 00:00:00+00:00,68.75821287779237,67.62828475871954,High Activity
NVIDIAGameWorks/kaolin,42464,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,2019-11-14T21:09:40Z,2025-08-26,2211,2019-11-14 21:09:40+00:00,2025-08-26 00:00:00+00:00,72.634691195795,5.314265038444144,Low Activity
onnx/tensorflow-onnx,61422,large,146,0.13024649148513562,138.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2947,2018-03-13T18:39:56Z,2025-09-12,2822,2018-03-13 18:39:56+00:00,2025-09-12 00:00:00+00:00,92.70696452036793,31.788334514528703,High Activity
opencv/cvat,94933,large,1,0.010533744851632203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5486,2018-06-29T14:02:45Z,2025-09-26,2714,2018-06-29 14:02:45+00:00,2025-09-26 00:00:00+00:00,89.15900131406045,61.53052321296978,High Activity
opencv/open_model_zoo,91679,large,30,0.3163210768005759,1.0,0.0,2.0,5.0,0.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8757,2018-10-15T10:55:02Z,2025-09-19,2606,2018-10-15 10:55:02+00:00,2025-09-19 00:00:00+00:00,85.61103810775295,102.28821181887952,High Activity
opencv/openvino_training_extensions,70685,large,67,0.9054254792388767,3.0,0.0,12.0,12.0,0.0,2.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1417,2018-10-26T14:02:29Z,2025-09-26,2595,2018-10-26 14:02:29+00:00,2025-09-26 00:00:00+00:00,85.2496714848883,16.621764932562623,High Activity
OpenMined/PySyft,74198,large,47,0.633440254454298,0.0,0.0,41.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,35229,2017-07-18T20:41:16Z,2025-04-13,3060,2017-07-18 20:41:16+00:00,2025-04-13 00:00:00+00:00,100.52562417871222,350.44796078431375,High Activity
open-mmlab/mmcv,27143,large,24,0.6999963158088641,5.0,8.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1467,2018-08-22T07:05:26Z,2025-04-25,2660,2018-08-22 07:05:26+00:00,2025-04-25 00:00:00+00:00,87.3850197109067,16.787774436090224,High Activity
open-mmlab/mmdetection,161864,large,111,0.6610487816932733,4.0,0.0,4.0,0.0,0.0,7.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,2706,2018-08-22T07:06:06Z,2024-02-05,2660,2018-08-22 07:06:06+00:00,2024-02-05 00:00:00+00:00,87.3850197109067,30.96640601503759,High Activity
openvinotoolkit/openvino,145379,large,14,0.06190715302760372,5.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20074,2018-10-15T10:54:40Z,2025-09-26,2606,2018-10-15 10:54:40+00:00,2025-09-26 00:00:00+00:00,85.61103810775295,234.47910974673832,High Activity
PaddlePaddle/models,45510,large,68,1.4941771039332015,0.0,3.0,2.0,2.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5074,2017-04-20T13:30:15Z,2025-01-15,3149,2017-04-20 13:30:15+00:00,2025-01-15 00:00:00+00:00,103.44940867279894,49.048129564941256,High Activity
PaddlePaddle/PARL,48648,large,71,1.4594639039631638,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,518,2018-04-25T17:54:22Z,2025-09-13,2779,2018-04-25 17:54:22+00:00,2025-09-13 00:00:00+00:00,91.29434954007884,5.673954659949622,Low Activity
pgmpy/pgmpy,45648,large,299,5.8491062039957935,32.0,0.0,153.0,35.0,7.0,3.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,3252,2013-09-20T08:18:58Z,2025-09-26,4457,2013-09-20 08:18:58+00:00,2025-09-26 00:00:00+00:00,146.419185282523,22.21020417321068,High Activity
Project-MONAI/MONAI,150944,large,187,1.09312062751749,22.0,1.0,6.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,3270,2019-10-11T16:41:38Z,2025-09-22,2245,2019-10-11 16:41:38+00:00,2025-09-22 00:00:00+00:00,73.75164257555848,44.337995545657016,High Activity
pymc-devs/pymc3,59576,large,781,0.5371290452531221,749.0,0.0,8.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10310,2009-05-05T09:43:50Z,2025-09-23,6056,2009-05-05 09:43:50+00:00,2025-09-23 00:00:00+00:00,198.94875164257556,51.822391017173054,High Activity
pyro-ppl/pyro,89231,large,54,0.38103349732716213,20.0,7.0,8.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2513,2017-06-16T05:03:47Z,2025-07-09,3092,2017-06-16 05:03:47+00:00,2025-07-09 00:00:00+00:00,101.57687253613666,24.739883570504528,High Activity
pytorch/audio,40441,large,7,0.12363690314285007,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2442,2017-05-05T00:38:05Z,2025-09-13,3135,2017-05-05 00:38:05+00:00,2025-09-13 00:00:00+00:00,102.98948751642575,23.711157894736843,High Activity
pytorch/botorch,89598,large,44,0.4799214268175629,1.0,24.0,0.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2305,2018-07-30T23:59:57Z,2025-09-26,2683,2018-07-30 23:59:57+00:00,2025-09-26 00:00:00+00:00,88.14060446780552,26.15139768915393,High Activity
pytorch/captum,42238,large,6,0.09470145366731379,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1367,2019-08-27T15:34:41Z,2025-09-27,2290,2019-08-27 15:34:41+00:00,2025-09-27 00:00:00+00:00,75.22996057818659,18.170951965065502,High Activity
pytorch/fairseq,145783,large,62,0.4115706220889953,2.0,2.0,8.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2329,2017-08-29T16:26:12Z,2025-09-09,3018,2017-08-29 16:26:12+00:00,2025-09-09 00:00:00+00:00,99.14586070959264,23.49064280980782,High Activity
pytorch/ignite,48124,large,12,0.14545756794946388,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1838,2017-11-23T17:31:21Z,2025-09-25,2932,2017-11-23 17:31:21+00:00,2025-09-25 00:00:00+00:00,96.32063074901446,19.082100954979538,High Activity
pytorch/serve,31729,large,14,0.40971981468057617,1.0,1.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3891,2019-10-03T03:17:43Z,2025-03-17,2253,2019-10-03 03:17:43+00:00,2025-03-17 00:00:00+00:00,74.01445466491458,52.57081225033289,High Activity
pytorch/vision,76374,large,17,0.11784115012962527,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,4118,2016-11-09T23:11:43Z,2025-09-27,3311,2016-11-09 23:11:43+00:00,2025-09-27 00:00:00+00:00,108.77135348226018,37.8592328601631,High Activity
PyTorchLightning/pytorch-lightning,86858,large,53,0.34539132837504893,19.0,11.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,10863,2019-03-31T00:45:57Z,2025-09-26,2440,2019-03-31 00:45:57+00:00,2025-09-26 00:00:00+00:00,80.15768725361366,135.52037704918035,High Activity
quantumlib/Cirq,169329,large,113,0.6673399122418486,0.0,0.0,45.0,13.0,1.0,51.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,4475,2017-12-14T23:41:49Z,2025-09-27,2911,2017-12-14 23:41:49+00:00,2025-09-27 00:00:00+00:00,95.63074901445466,46.794572311920305,High Activity
ray-project/ray,637199,large,730,1.1205290654881757,12.0,26.0,517.0,50.0,54.0,2.0,14.0,43.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,714.0,27237,2016-10-25T19:38:30Z,2025-09-27,3326,2016-10-25 19:38:30+00:00,2025-09-27 00:00:00+00:00,109.26412614980289,249.2766927239928,High Activity
ROCmSoftwarePlatform/tensorflow-upstream,757020,large,66,0.02906131938390003,44.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,188754,2018-04-09T21:24:50Z,2025-09-26,2795,2018-04-09 21:24:50+00:00,2025-09-26 00:00:00+00:00,91.81997371879106,2055.6965152057246,High Activity
rusty1s/pytorch_geometric,124071,large,178,1.370183201553949,8.0,80.0,54.0,9.0,5.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,7889,2017-10-06T16:03:03Z,2025-09-23,2980,2017-10-06 16:03:03+00:00,2025-09-23 00:00:00+00:00,97.89750328515112,80.58428187919463,High Activity
rwightman/pytorch-image-models,83829,large,46,0.1789356905128297,31.0,1.0,2.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2940,2019-02-02T05:51:12Z,2025-09-24,2496,2019-02-02 05:51:12+00:00,2025-09-24 00:00:00+00:00,81.99737187910644,35.854807692307695,High Activity
rwth-i6/returnn,145490,large,11,0.06873324627122139,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,12170,2016-06-14T14:37:14Z,2025-09-22,3459,2016-06-14 14:37:14+00:00,2025-09-22 00:00:00+00:00,113.63337713534823,107.09881468632553,High Activity
spmallick/learnopencv,120110,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608,2015-02-17T08:00:51Z,2025-09-23,3942,2015-02-17 08:00:51+00:00,2025-09-23 00:00:00+00:00,129.50065703022338,20.138893962455608,High Activity
stanfordnlp/stanza,51429,large,17,0.33055280094888095,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4785,2017-09-26T08:00:56Z,2024-12-24,2990,2017-09-26 08:00:56+00:00,2024-12-24 00:00:00+00:00,98.22601839684626,48.714180602006685,High Activity
streamlit/streamlit,113797,large,23,0.2021142912379061,0.0,0.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8344,2019-08-24T00:14:52Z,2025-09-26,2294,2019-08-24 00:14:52+00:00,2025-09-26 00:00:00+00:00,75.36136662286465,110.71986050566696,High Activity
tensorflow/addons,28322,large,49,0.4943153732081068,28.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,1519,2018-11-26T23:57:17Z,2024-04-15,2564,2018-11-26 23:57:17+00:00,2024-04-15 00:00:00+00:00,84.23127463863338,18.033681747269892,High Activity
tensorflow/data-validation,28157,large,44,1.5626664772525483,0.0,0.0,28.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,995,2018-07-02T15:47:02Z,2025-06-23,2711,2018-07-02 15:47:02+00:00,2025-06-23 00:00:00+00:00,89.0604467805519,11.172187384728883,Low Activity
tensorflow/examples,31727,large,22,0.5358212248242822,5.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2187,2018-07-16T22:11:56Z,2025-08-21,2697,2018-07-16 22:11:56+00:00,2025-08-21 00:00:00+00:00,88.60052562417872,24.683826473859842,High Activity
tensorflow/federated,96954,large,16,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691,2018-12-12T23:15:35Z,2025-09-28,2548,2018-12-12 23:15:35+00:00,2025-09-28 00:00:00+00:00,83.70565045992116,67.98824175824176,High Activity
tensorflow/graphics,33411,large,34,0.08979078746520607,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,770,2019-01-08T10:39:44Z,2025-02-03,2521,2019-01-08 10:39:44+00:00,2025-02-03 00:00:00+00:00,82.81865965834427,9.297421658072194,Low Activity
tensorflow/model-analysis,49874,large,24,0.48121265589284995,0.0,0.0,18.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1570,2018-03-23T19:08:49Z,2025-08-06,2812,2018-03-23 19:08:49+00:00,2025-08-06 00:00:00+00:00,92.3784494086728,16.995305832147938,High Activity
tensorflow/models,379080,large,155,0.20839928247335657,20.0,1.0,35.0,12.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,1.0,79.0,9655,2016-02-05T01:15:20Z,2025-09-27,3590,2016-02-05 01:15:20+00:00,2025-09-27 00:00:00+00:00,117.93692509855452,81.8657938718663,High Activity
tensorflow/privacy,30114,large,27,0.6973500697350069,6.0,0.0,4.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,899,2018-12-21T18:46:46Z,2025-06-13,2539,2018-12-21 18:46:46+00:00,2025-06-13 00:00:00+00:00,83.40998685939553,10.778085860575029,Low Activity
TheAlgorithms/Python,46108,large,55,1.149475145311009,1.0,0.0,2.0,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,3597,2016-07-16T09:44:01Z,2025-09-24,3427,2016-07-16 09:44:01+00:00,2025-09-24 00:00:00+00:00,112.58212877792378,31.950008754012256,High Activity
thu-ml/tianshou,35503,large,5,0.14083316902796947,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1175,2018-04-16T22:47:38Z,2025-09-06,2788,2018-04-16 22:47:38+00:00,2025-09-06 00:00:00+00:00,91.59001314060447,12.828909612625537,Low Activity
uber/ludwig,95376,large,315,3.22932393893642,2.0,0.0,184.0,26.0,70.0,0.0,6.0,11.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,308.0,3861,2018-12-27T23:58:12Z,2024-10-17,2533,2018-12-27 23:58:12+00:00,2024-10-17 00:00:00+00:00,83.21287779237845,46.39906829846032,High Activity
UKPLab/sentence-transformers,39022,large,19,0.4869048229204039,0.0,11.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2375,2019-07-24T10:53:51Z,2025-09-26,2324,2019-07-24 10:53:51+00:00,2025-09-26 00:00:00+00:00,76.34691195795006,31.108003442340795,High Activity
Unity-Technologies/ml-agents,27918,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3541,2017-09-08T21:09:04Z,2025-09-17,3008,2017-09-08 21:09:04+00:00,2025-09-17 00:00:00+00:00,98.8173455978975,35.83378989361702,High Activity
vaexio/vaex,63938,large,135,1.95501892458319,10.0,0.0,11.0,81.0,14.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,3712,2014-09-27T09:44:42Z,2025-09-03,4085,2014-09-27 09:44:42+00:00,2025-09-03 00:00:00+00:00,134.19842312746385,27.660533659730724,High Activity
VertaAI/modeldb,111928,large,43,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4114,2016-10-19T01:07:26Z,2024-04-25,3333,2016-10-19 01:07:26+00:00,2024-04-25 00:00:00+00:00,109.49408672798948,37.57280528052805,High Activity
wandb/client,217482,large,97,0.38164077946680647,14.0,4.0,61.0,9.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,8446,2017-03-24T05:46:23Z,2025-09-27,3176,2017-03-24 05:46:23+00:00,2025-09-27 00:00:00+00:00,104.33639947437581,80.94969773299749,High Activity
x4nth055/pythoncode-tutorials,41945,large,21,0.38145190129932055,5.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,641,2019-07-29T12:35:40Z,2025-09-28,2319,2019-07-29 12:35:40+00:00,2025-09-28 00:00:00+00:00,76.1826544021025,8.413988788270807,Low Activity
XanaduAI/pennylane,350353,large,34,0.08848218796470987,3.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6011,2018-04-17T16:45:42Z,2025-09-26,2787,2018-04-17 16:45:42+00:00,2025-09-26 00:00:00+00:00,91.55716162943494,65.65297452457841,High Activity
XanaduAI/strawberryfields,31745,large,31,0.9765317372814616,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1172,2018-03-26T14:38:39Z,2025-05-20,2809,2018-03-26 14:38:39+00:00,2025-05-20 00:00:00+00:00,92.27989487516426,12.700491278034887,Low Activity
Xilinx/brevitas,58300,large,38,0.18867924528301888,26.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1609,2018-07-10T22:37:01Z,2025-08-28,2703,2018-07-10 22:37:01+00:00,2025-08-28 00:00:00+00:00,88.7976346911958,18.11985201627821,High Activity
YosefLab/scVI,52441,large,164,3.1082549913235824,0.0,0.0,75.0,33.0,9.0,1.0,43.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,163.0,4329,2017-09-06T05:39:48Z,2025-09-25,3010,2017-09-06 05:39:48+00:00,2025-09-25 00:00:00+00:00,98.88304862023652,43.7789900332226,High Activity
